username,user,mail,jogoname,jogoage,jogorelease,devname,devloc
Soraia3,Soraia,soraia3@hotmail.com,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Alice94,Alice,alice94@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Miguel69,Miguel,miguel69@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Miguel69,Miguel,miguel69@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Miguel69,Miguel,miguel69@ua.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Miguel69,Miguel,miguel69@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Miguel69,Miguel,miguel69@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Inês80,Inês,inês80@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Inês95,Inês,inês95@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Inês95,Inês,inês95@hotmail.com,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Inês95,Inês,inês95@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Inês95,Inês,inês95@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Inês95,Inês,inês95@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Inês95,Inês,inês95@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Vera74,Vera,vera74@hotmail.com,Last War,2,2016-07-16 20:26,Pokemon,Martin
Vera74,Vera,vera74@hotmail.com,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Vera74,Vera,vera74@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Vera74,Vera,vera74@hotmail.com,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Vera74,Vera,vera74@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Vera74,Vera,vera74@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Miguel46,Miguel,miguel46@ua.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Miguel46,Miguel,miguel46@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Miguel46,Miguel,miguel46@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Miguel46,Miguel,miguel46@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Miguel46,Miguel,miguel46@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Miguel46,Miguel,miguel46@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Marta23,Marta,marta23@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Marta23,Marta,marta23@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Marta23,Marta,marta23@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Marta23,Marta,marta23@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Marta23,Marta,marta23@hotmail.com,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
José11,José,josé11@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
José11,José,josé11@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
José11,José,josé11@ua.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
José11,José,josé11@ua.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
José11,José,josé11@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Carla99,Carla,carla99@outlook.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Carla99,Carla,carla99@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Carla99,Carla,carla99@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Carla99,Carla,carla99@outlook.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Rodrigo42,Rodrigo,rodrigo42@ua.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Rodrigo42,Rodrigo,rodrigo42@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Rodrigo42,Rodrigo,rodrigo42@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Rodrigo42,Rodrigo,rodrigo42@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Inês56,Inês,inês56@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Inês56,Inês,inês56@outlook.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Inês56,Inês,inês56@outlook.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Inês56,Inês,inês56@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Teresa0,Teresa,teresa0@ua.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Luís93,Luís,luís93@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Luís93,Luís,luís93@hotmail.com,Sun War,12,2015-04-11 09:37,Sony,Faro
Luís93,Luís,luís93@hotmail.com,First Night,12,2017-01-28 01:18,Valve,Lisboa
Luís93,Luís,luís93@hotmail.com,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Teresa26,Teresa,teresa26@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Teresa26,Teresa,teresa26@ua.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Teresa26,Teresa,teresa26@ua.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Teresa26,Teresa,teresa26@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Alice6,Alice,alice6@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Alice6,Alice,alice6@outlook.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Alice47,Alice,alice47@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Alice47,Alice,alice47@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Alice47,Alice,alice47@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Rita75,Rita,rita75@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Rita75,Rita,rita75@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Rita75,Rita,rita75@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Rita75,Rita,rita75@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rita75,Rita,rita75@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Rita75,Rita,rita75@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Francisca95,Francisca,francisca95@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Rodrigo7,Rodrigo,rodrigo7@ua.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rodrigo7,Rodrigo,rodrigo7@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Rodrigo7,Rodrigo,rodrigo7@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Rodrigo7,Rodrigo,rodrigo7@ua.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Lara18,Lara,lara18@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Miguel1,Miguel,miguel1@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Miguel1,Miguel,miguel1@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Miguel1,Miguel,miguel1@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Miguel1,Miguel,miguel1@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Miguel1,Miguel,miguel1@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Leonor1,Leonor,leonor1@ua.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Leonor1,Leonor,leonor1@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Leonor1,Leonor,leonor1@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Leonor1,Leonor,leonor1@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Leonor1,Leonor,leonor1@ua.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Soraia40,Soraia,soraia40@outlook.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Soraia40,Soraia,soraia40@outlook.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Soraia40,Soraia,soraia40@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Margarida56,Margarida,margarida56@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Margarida56,Margarida,margarida56@ua.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Margarida56,Margarida,margarida56@ua.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Margarida56,Margarida,margarida56@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Margarida56,Margarida,margarida56@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Margarida56,Margarida,margarida56@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Luís52,Luís,luís52@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Luís52,Luís,luís52@ua.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Luís52,Luís,luís52@ua.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Filipa8,Filipa,filipa8@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Filipa8,Filipa,filipa8@ua.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Alice54,Alice,alice54@ua.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Pedro34,Pedro,pedro34@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Pedro34,Pedro,pedro34@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Pedro34,Pedro,pedro34@outlook.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Pedro34,Pedro,pedro34@outlook.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Pedro34,Pedro,pedro34@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Pedro34,Pedro,pedro34@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
José48,José,josé48@ua.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
José48,José,josé48@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
José48,José,josé48@ua.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
José48,José,josé48@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Luís73,Luís,luís73@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Luís73,Luís,luís73@outlook.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Luís73,Luís,luís73@outlook.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Luís73,Luís,luís73@outlook.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Luís73,Luís,luís73@outlook.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Miguel65,Miguel,miguel65@hotmail.com,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Miguel65,Miguel,miguel65@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Ana66,Ana,ana66@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Ana66,Ana,ana66@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Ana66,Ana,ana66@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Ana66,Ana,ana66@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Ana66,Ana,ana66@ua.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Ana66,Ana,ana66@ua.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Helena82,Helena,helena82@hotmail.com,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Helena82,Helena,helena82@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Helena82,Helena,helena82@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Helena82,Helena,helena82@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Helena82,Helena,helena82@hotmail.com,Last War,2,2016-07-16 20:26,Pokemon,Martin
Leonor15,Leonor,leonor15@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Leonor15,Leonor,leonor15@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Leonor15,Leonor,leonor15@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Leonor15,Leonor,leonor15@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Leonor15,Leonor,leonor15@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Vera51,Vera,vera51@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Vera51,Vera,vera51@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Vera51,Vera,vera51@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Vera51,Vera,vera51@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Vera51,Vera,vera51@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Vera51,Vera,vera51@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Pedro22,Pedro,pedro22@outlook.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Pedro22,Pedro,pedro22@outlook.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Pedro22,Pedro,pedro22@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Pedro22,Pedro,pedro22@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Pedro22,Pedro,pedro22@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Pedro22,Pedro,pedro22@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Maria3,Maria,maria3@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Maria3,Maria,maria3@hotmail.com,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Maria3,Maria,maria3@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Vera42,Vera,vera42@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Vera42,Vera,vera42@outlook.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Vera42,Vera,vera42@outlook.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Vera42,Vera,vera42@outlook.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Rita12,Rita,rita12@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rita12,Rita,rita12@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Rita12,Rita,rita12@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Rita12,Rita,rita12@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Rita12,Rita,rita12@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Rita12,Rita,rita12@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Mafalda63,Mafalda,mafalda63@outlook.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Carla98,Carla,carla98@ua.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Carla98,Carla,carla98@ua.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Carla98,Carla,carla98@ua.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Carla98,Carla,carla98@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Rodrigo55,Rodrigo,rodrigo55@hotmail.com,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
José34,José,josé34@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Leonor48,Leonor,leonor48@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Ana56,Ana,ana56@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Ana56,Ana,ana56@ua.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Ana56,Ana,ana56@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Ana56,Ana,ana56@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Ana56,Ana,ana56@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Ana56,Ana,ana56@ua.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Santiago56,Santiago,santiago56@hotmail.com,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Teresa84,Teresa,teresa84@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Teresa84,Teresa,teresa84@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Teresa84,Teresa,teresa84@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Teresa84,Teresa,teresa84@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Teresa84,Teresa,teresa84@ua.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Teresa84,Teresa,teresa84@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Vera36,Vera,vera36@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Vera36,Vera,vera36@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Helena14,Helena,helena14@hotmail.com,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Helena14,Helena,helena14@hotmail.com,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Helena14,Helena,helena14@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Helena14,Helena,helena14@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Alice11,Alice,alice11@outlook.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Alice11,Alice,alice11@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Alice11,Alice,alice11@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Alice11,Alice,alice11@outlook.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Alice11,Alice,alice11@outlook.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Alice11,Alice,alice11@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Filipa5,Filipa,filipa5@hotmail.com,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Filipa5,Filipa,filipa5@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Filipa5,Filipa,filipa5@hotmail.com,War I,2,2018-04-21 01:43,Valve,Lisboa
Filipa5,Filipa,filipa5@hotmail.com,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Filipa5,Filipa,filipa5@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Filipa5,Filipa,filipa5@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Pedro23,Pedro,pedro23@ua.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Luís11,Luís,luís11@ua.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Luís11,Luís,luís11@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Luís11,Luís,luís11@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Luís11,Luís,luís11@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Teresa88,Teresa,teresa88@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Teresa88,Teresa,teresa88@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Teresa88,Teresa,teresa88@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Teresa88,Teresa,teresa88@ua.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Teresa88,Teresa,teresa88@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
José72,José,josé72@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
José72,José,josé72@hotmail.com,War Insane,18,2018-11-01 00:13,Sony,Faro
José72,José,josé72@hotmail.com,Last War,2,2016-07-16 20:26,Pokemon,Martin
José72,José,josé72@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
José62,José,josé62@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
José62,José,josé62@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
José62,José,josé62@hotmail.com,War I,2,2018-04-21 01:43,Valve,Lisboa
Marta85,Marta,marta85@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Marta85,Marta,marta85@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Marta85,Marta,marta85@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Marta85,Marta,marta85@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Marta85,Marta,marta85@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Marta85,Marta,marta85@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Lara29,Lara,lara29@outlook.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Lara29,Lara,lara29@outlook.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Lara29,Lara,lara29@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Lara29,Lara,lara29@outlook.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Carla36,Carla,carla36@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Carla36,Carla,carla36@outlook.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Carla36,Carla,carla36@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Carla36,Carla,carla36@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Carla36,Carla,carla36@outlook.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Carla36,Carla,carla36@outlook.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Rosa89,Rosa,rosa89@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Rafaela78,Rafaela,rafaela78@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Rafaela78,Rafaela,rafaela78@hotmail.com,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Rafaela78,Rafaela,rafaela78@hotmail.com,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rafaela78,Rafaela,rafaela78@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Alice83,Alice,alice83@outlook.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Alice83,Alice,alice83@outlook.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Francisca85,Francisca,francisca85@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Francisca85,Francisca,francisca85@hotmail.com,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Francisca85,Francisca,francisca85@hotmail.com,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Rita16,Rita,rita16@ua.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Maria20,Maria,maria20@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Maria20,Maria,maria20@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Maria20,Maria,maria20@hotmail.com,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Maria20,Maria,maria20@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Maria20,Maria,maria20@hotmail.com,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Maria20,Maria,maria20@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Rafael52,Rafael,rafael52@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Rafael52,Rafael,rafael52@ua.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Rafael52,Rafael,rafael52@ua.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Maria42,Maria,maria42@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Maria42,Maria,maria42@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Maria42,Maria,maria42@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Maria42,Maria,maria42@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Maria42,Maria,maria42@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Maria42,Maria,maria42@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Inês26,Inês,inês26@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Inês26,Inês,inês26@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Inês26,Inês,inês26@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Inês26,Inês,inês26@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Rodrigo57,Rodrigo,rodrigo57@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Inês87,Inês,inês87@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Lara68,Lara,lara68@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Lara68,Lara,lara68@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Lara68,Lara,lara68@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Francisca20,Francisca,francisca20@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Francisca20,Francisca,francisca20@hotmail.com,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Francisca20,Francisca,francisca20@hotmail.com,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Francisca20,Francisca,francisca20@hotmail.com,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Francisca20,Francisca,francisca20@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Inês37,Inês,inês37@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Inês37,Inês,inês37@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Inês37,Inês,inês37@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Inês37,Inês,inês37@ua.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Inês37,Inês,inês37@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Rodrigo25,Rodrigo,rodrigo25@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rodrigo25,Rodrigo,rodrigo25@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Santiago12,Santiago,santiago12@outlook.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Santiago12,Santiago,santiago12@outlook.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
